utterance,target
scatterplot of DMC with area in forest_fire data base,"scatterplot ( data = forest_fire , var1 = DMC , var2 = area )"
average of DC in forest_fire,"mean ( data = forest_fire , var1 = DC )"
sparsity of in forest_fire dataset,std ( data = forest_fire )
Number of entries where DC < 63.477894081990485 in forest_fire dataset,"less ( data = forest_fire , var1 = DC , val = 63.477894081990485 )"
corr between DC with ISI in forest_fire df,"corr ( data = forest_fire , var1 = DC , var2 = ISI )"
hist of ISI in forest_fire data base,"histogram ( data = forest_fire , var1 = ISI )"
spans of the in forest_fire,ranges ( data = forest_fire )
How many info with ISI lower than -98.28502140692919 in forest_fire dataset,"less ( data = forest_fire , var1 = ISI , val = -98.28502140692919 )"
scatter plot of ISI with y in forest_fire data,"scatterplot ( data = forest_fire , var1 = ISI , var2 = y )"
hist of temp in forest_fire,"histogram ( data = forest_fire , var1 = temp )"
deviation of the in forest_fire df,std ( data = forest_fire )
How many info with temp smaller than 14.689184090798165 in forest_fire df,"less ( data = forest_fire , var1 = temp , val = 14.689184090798165 )"
correlation of temp and x in df forest_fire,"corr ( data = forest_fire , var1 = temp , var2 = x )"
amount of the RH in df forest_fire,"summation ( data = forest_fire , var1 = RH )"
ranges of in forest_fire,ranges ( data = forest_fire )
How many data where RH == 17.99883787196093 in forest_fire data base,"equal ( data = forest_fire , var1 = RH , val = 17.99883787196093 )"
scatter plot of RH and rain in data forest_fire,"scatterplot ( data = forest_fire , var1 = RH , var2 = rain )"
histogram of wind in df forest_fire,"histogram ( data = forest_fire , var1 = wind )"
ranges of the in forest_fire df,ranges ( data = forest_fire )
How many data with wind greater than 40.18256169474944 in forest_fire dataset,"greater ( data = forest_fire , var1 = wind , val = 40.18256169474944 )"
correlation between wind with ISI in df forest_fire,"corr ( data = forest_fire , var1 = wind , var2 = ISI )"
variance of rain in data forest_fire,"variance ( data = forest_fire , var1 = rain )"
summary of in data forest_fire,describe ( data = forest_fire )
How many rows with rain = -99.30568226764571 in dataset forest_fire,"equal ( data = forest_fire , var1 = rain , val = -99.30568226764571 )"
corr of rain with month in forest_fire data,"corr ( data = forest_fire , var1 = rain , var2 = month )"
average of area in forest_fire df,"mean ( data = forest_fire , var1 = area )"
aggregate of the in forest_fire dataset,summation ( data = forest_fire )
Number of rows where area smaller than or same as -25.320481392954534 in dataset forest_fire,"less_eq ( data = forest_fire , var1 = area , val = -25.320481392954534 )"
corr between area and wind in df forest_fire,"corr ( data = forest_fire , var1 = area , var2 = wind )"
sparsity of sex in abalone dataset,"variance ( data = abalone , var1 = sex )"
corr of the in data abalone,corr ( data = abalone )
Number of info  sex lower than -55.48066296723712 in data abalone,"less ( data = abalone , var1 = sex , val = -55.48066296723712 )"
scatterplot between sex with whole_weight in dataset abalone,"scatterplot ( data = abalone , var1 = sex , var2 = whole_weight )"
min of length in abalone,"minimum ( data = abalone , var1 = length )"
max of in abalone df,maximum ( data = abalone )
Number of entries  length = -92.699117792747 in dataset abalone,"equal ( data = abalone , var1 = length , val = -92.699117792747 )"
cor between length and viscera in dataset abalone,"corr ( data = abalone , var1 = length , var2 = viscera )"
var of diameter in dataset abalone,"variance ( data = abalone , var1 = diameter )"
load of the in df abalone,load ( data = abalone )
Number of info with diameter larger than -11.384416335482129 in abalone df,"greater ( data = abalone , var1 = diameter , val = -11.384416335482129 )"
cor between diameter and shucked_weight in abalone data,"corr ( data = abalone , var1 = diameter , var2 = shucked_weight )"
quantile of the height in df abalone,"quantile ( data = abalone , var1 = height )"
sd of in abalone dataset,std ( data = abalone )
Number of info  height lower than or same as 15.643962556520833 in abalone dataset,"less_eq ( data = abalone , var1 = height , val = 15.643962556520833 )"
corr of height with viscera in abalone data base,"corr ( data = abalone , var1 = height , var2 = viscera )"
typical of whole_weight in abalone df,"mean ( data = abalone , var1 = whole_weight )"
var of the in dataset abalone,variance ( data = abalone )
Number of rows with whole_weight  <=  69.62215891473272 in abalone df,"less_eq ( data = abalone , var1 = whole_weight , val = 69.62215891473272 )"
scatter plot between whole_weight with shucked_weight in df abalone,"scatterplot ( data = abalone , var1 = whole_weight , var2 = shucked_weight )"
highest of the shucked_weight in abalone data,"maximum ( data = abalone , var1 = shucked_weight )"
load of in abalone,load ( data = abalone )
How many rows where shucked_weight less than or equal to 89.76133513191186 in data abalone,"less_eq ( data = abalone , var1 = shucked_weight , val = 89.76133513191186 )"
scatterplot of shucked_weight with whole_weight in df abalone,"scatterplot ( data = abalone , var1 = shucked_weight , var2 = whole_weight )"
distribution of viscera in abalone,"histogram ( data = abalone , var1 = viscera )"
aggregate of the in dataset abalone,summation ( data = abalone )
Number of data with viscera  <=  -0.597377215333637 in dataset abalone,"less_eq ( data = abalone , var1 = viscera , val = -0.597377215333637 )"
scatterplot between viscera with sex in abalone data base,"scatterplot ( data = abalone , var1 = viscera , var2 = sex )"
largest of the shell_weight in abalone dataset,"maximum ( data = abalone , var1 = shell_weight )"
average of in abalone dataset,mean ( data = abalone )
Number of entries where shell_weight bigger than or same as 73.95694596425531 in abalone data,"greater_eq ( data = abalone , var1 = shell_weight , val = 73.95694596425531 )"
correlation between shell_weight with whole_weight in df abalone,"corr ( data = abalone , var1 = shell_weight , var2 = whole_weight )"
corr of the age in bank_marketing df,"corr ( data = bank_marketing , var1 = age )"
cor of the in df bank_marketing,corr ( data = bank_marketing )
How many data with age lower than or same as -54.909274283884656 in bank_marketing dataset,"less_eq ( data = bank_marketing , var1 = age , val = -54.909274283884656 )"
cor of age and emp.var.rate in bank_marketing df,"corr ( data = bank_marketing , var1 = age , var2 = emp.var.rate )"
range of job in bank_marketing data,"ranges ( data = bank_marketing , var1 = job )"
sd of in df bank_marketing,std ( data = bank_marketing )
Number of data where job greater than 45.79140380003096 in bank_marketing dataset,"greater ( data = bank_marketing , var1 = job , val = 45.79140380003096 )"
cor of job with nr.employed in bank_marketing dataset,"corr ( data = bank_marketing , var1 = job , var2 = nr.employed )"
distribution of marital in df bank_marketing,"histogram ( data = bank_marketing , var1 = marital )"
min of in dataset bank_marketing,minimum ( data = bank_marketing )
Number of entries with marital  ==  29.63147479172889 in data bank_marketing,"equal ( data = bank_marketing , var1 = marital , val = 29.63147479172889 )"
cor of marital and euribor3m in dataset bank_marketing,"corr ( data = bank_marketing , var1 = marital , var2 = euribor3m )"
hist of the education in dataset bank_marketing,"histogram ( data = bank_marketing , var1 = education )"
standard deviation of in bank_marketing,std ( data = bank_marketing )
Number of info  education = -66.4190763525767 in bank_marketing data,"equal ( data = bank_marketing , var1 = education , val = -66.4190763525767 )"
correlation of education and age in bank_marketing dataset,"corr ( data = bank_marketing , var1 = education , var2 = age )"
span of default in dataset bank_marketing,"ranges ( data = bank_marketing , var1 = default )"
highest of in bank_marketing dataset,maximum ( data = bank_marketing )
How many info with default lower than or equal to -29.714612391471746 in bank_marketing data,"less_eq ( data = bank_marketing , var1 = default , val = -29.714612391471746 )"
cor of default with emp.var.rate in bank_marketing dataset,"corr ( data = bank_marketing , var1 = default , var2 = emp.var.rate )"
quantile of the housing in dataset bank_marketing,"quantile ( data = bank_marketing , var1 = housing )"
store of in bank_marketing,load ( data = bank_marketing )
How many info where housing > 46.52618058457148 in bank_marketing data,"greater ( data = bank_marketing , var1 = housing , val = 46.52618058457148 )"
correlation between housing and campaign in bank_marketing data,"corr ( data = bank_marketing , var1 = housing , var2 = campaign )"
distribution of loan in data bank_marketing,"histogram ( data = bank_marketing , var1 = loan )"
min of the in bank_marketing data,minimum ( data = bank_marketing )
Number of info where loan >= 73.09744433160432 in bank_marketing data,"greater_eq ( data = bank_marketing , var1 = loan , val = 73.09744433160432 )"
corr of loan with month in bank_marketing df,"corr ( data = bank_marketing , var1 = loan , var2 = month )"
typical of contact in bank_marketing,"mean ( data = bank_marketing , var1 = contact )"
quantile of the in bank_marketing dataset,quantile ( data = bank_marketing )
Number of entries where contact bigger than -58.452306255595765 in dataset bank_marketing,"greater ( data = bank_marketing , var1 = contact , val = -58.452306255595765 )"
correlation of contact with duration in bank_marketing,"corr ( data = bank_marketing , var1 = contact , var2 = duration )"
quantile of the month in bank_marketing data base,"quantile ( data = bank_marketing , var1 = month )"
corr of the in df bank_marketing,corr ( data = bank_marketing )
How many data  month larger than -74.71220048336605 in dataset bank_marketing,"greater ( data = bank_marketing , var1 = month , val = -74.71220048336605 )"
corr of month and marital in data bank_marketing,"corr ( data = bank_marketing , var1 = month , var2 = marital )"
spans of the day_of_week in bank_marketing,"ranges ( data = bank_marketing , var1 = day_of_week )"
sum of the in bank_marketing dataset,summation ( data = bank_marketing )
Number of data  day_of_week less than 81.38634201053554 in data bank_marketing,"less ( data = bank_marketing , var1 = day_of_week , val = 81.38634201053554 )"
cor of day_of_week and cons.conf.idx in bank_marketing data base,"corr ( data = bank_marketing , var1 = day_of_week , var2 = cons.conf.idx )"
max of duration in df bank_marketing,"maximum ( data = bank_marketing , var1 = duration )"
store of the in dataset bank_marketing,load ( data = bank_marketing )
How many entries where duration higher than or same as 8.568787558951556 in bank_marketing dataset,"greater_eq ( data = bank_marketing , var1 = duration , val = 8.568787558951556 )"
corr of duration and marital in bank_marketing data,"corr ( data = bank_marketing , var1 = duration , var2 = marital )"
minimum of the campaign in bank_marketing data,"minimum ( data = bank_marketing , var1 = campaign )"
smallest of in bank_marketing,minimum ( data = bank_marketing )
Number of info  campaign lower than or same as 16.153017996933244 in bank_marketing df,"less_eq ( data = bank_marketing , var1 = campaign , val = 16.153017996933244 )"
