"utterance","targets"
corr of sepal_width with petal_width in iris dataset,"corr ( data = iris, var1 = sepal_width , var2 = petal_width )"
corr between sepal_width and petal_width in iris,"corr ( data = iris, var1 = sepal_width , var2 = petal_width )"
load iris  ,load ( data = iris )
store iris   and store in variable {data}_df,load ( data = iris )
load iris data  in a,load ( data = iris )
load iris data  in df,load ( data = iris )
typical of the petal_length in iris data,"mean ( data = iris , var1 = petal_length )"
standard deviation of petal_length in iris data,"std ( data = iris , var1 = petal_length )"
highest of petal_length in iris dataset,"maximum ( data = iris , var1 = petal_length )"
quantile of the petal_length in iris dataset,"quantile ( data = iris , var1 = petal_length )"
minimum of petal_length in iris dataset,"minimum ( data = iris , var1 = petal_length )"
min of the petal_length in iris dataset,"minimum ( data = iris , var1 = petal_length )"
sum of petal_length in iris df,"summation ( data = iris , var1 = petal_length )"
average of petal_length in iris data,"mean ( data = iris , var1 = petal_length )"
sparsity of the petal_length in iris df,"variance ( data = iris , var1 = petal_length )"
correlation of the petal_length in iris df,"corr ( data = iris , var1 = petal_length )"
quantity of petal_length in iris dataset,"summation ( data = iris , var1 = petal_length )"
correlation of petal_length in iris df,"corr ( data = iris , var1 = petal_length )"
ranges of petal_length in iris df,"ranges ( data = iris , var1 = petal_length )"
sum of petal_length in iris,"summation ( data = iris , var1 = petal_length )"
aggregate of the petal_length in iris,"summation ( data = iris , var1 = petal_length )"
aggregate of petal_length in iris data,"summation ( data = iris , var1 = petal_length )"
smallest of the petal_length in iris df,"minimum ( data = iris , var1 = petal_length )"
hist of the petal_length in iris dataset,"histogram ( data = iris , var1 = petal_length )"
ranges of the petal_length in iris dataset,"ranges ( data = iris , var1 = petal_length )"
typical of the petal_length in iris data,"mean ( data = iris , var1 = petal_length )"
span of iris,ranges ( data = iris )
Number of info where petal_length less than or same as -31.81924842072081 data,"less_eq ( data = iris , var1 = petal_length , val = -31.81924842072081 )"
How many data with petal_length less than 7.80053002944139 dataset,"less ( data = iris , var1 = petal_length , val = 7.80053002944139 )"
How many rows where petal_length greater than or same as -30.513252867587852 data,"greater_eq ( data = iris , var1 = petal_length , val = -30.513252867587852 )"
Number of info  petal_length greater than -16.80118574155199 data,"greater ( data = iris , var1 = petal_length , val = -16.80118574155199 )"
How many entries with petal_length less than or same as -14.521343273485371 data,"less_eq ( data = iris , var1 = petal_length , val = -14.521343273485371 )"
Number of entries with petal_length higher than or same as -2.5004983026293672 data,"greater_eq ( data = iris , var1 = petal_length , val = -2.5004983026293672 )"
How many data with petal_length greater than or equal to 53.41326501220212 ,"greater_eq ( data = iris , var1 = petal_length , val = 53.41326501220212 )"
How many info where petal_length less than or same as -15.54814560733098 ,"less_eq ( data = iris , var1 = petal_length , val = -15.54814560733098 )"
How many info where petal_length greater than or equal to -16.986665956472976 data,"greater_eq ( data = iris , var1 = petal_length , val = -16.986665956472976 )"
How many data where petal_length smaller than 82.2617968065021 data,"less ( data = iris , var1 = petal_length , val = 82.2617968065021 )"
How many data  petal_length lower than -87.05152788545215 df,"less ( data = iris , var1 = petal_length , val = -87.05152788545215 )"
Number of data where petal_length smaller than or equal to -78.25424599291581 data,"less_eq ( data = iris , var1 = petal_length , val = -78.25424599291581 )"
How many rows  petal_length greater than -26.363063965879505 ,"greater ( data = iris , var1 = petal_length , val = -26.363063965879505 )"
Number of rows with petal_length less than 56.9260978951383 data,"less ( data = iris , var1 = petal_length , val = 56.9260978951383 )"
How many rows where petal_length >= -48.63044156799348 dataset,"greater_eq ( data = iris , var1 = petal_length , val = -48.63044156799348 )"
Number of entries  petal_length  >=  25.415382701537652 data,"greater_eq ( data = iris , var1 = petal_length , val = 25.415382701537652 )"
scatter plot of petal_length and sepal_length in iris df,"scatterplot ( data = iris, var1 = petal_length , var2 = sepal_length )"
correlation of petal_length with sepal_width in iris df,"corr ( data = iris, var1 = petal_length , var2 = sepal_width )"
cor of petal_length and petal_width in iris data,"corr ( data = iris, var1 = petal_length , var2 = petal_width )"
correlation of petal_length and sepal_width in iris,"corr ( data = iris, var1 = petal_length , var2 = sepal_width )"
corr of petal_length with sepal_width in iris df,"corr ( data = iris, var1 = petal_length , var2 = sepal_width )"
corr between petal_length and petal_width in iris,"corr ( data = iris, var1 = petal_length , var2 = petal_width )"
corr between petal_length with sepal_width in iris data,"corr ( data = iris, var1 = petal_length , var2 = sepal_width )"
scatter plot between petal_length with sepal_width in iris data,"scatterplot ( data = iris, var1 = petal_length , var2 = sepal_width )"
load iris   and store in variable d,load ( data = iris )
store iris df  and store in {data}_data,load ( data = iris )
store iris df  and store in {data}_data,load ( data = iris )
load iris   and store in variable a,load ( data = iris )
range of the petal_width in iris dataset,"ranges ( data = iris , var1 = petal_width )"
std of petal_width in iris,"std ( data = iris , var1 = petal_width )"
typical of petal_width in iris dataset,"mean ( data = iris , var1 = petal_width )"
deviation of petal_width in iris dataset,"std ( data = iris , var1 = petal_width )"
min of the petal_width in iris data,"minimum ( data = iris , var1 = petal_width )"
aggregate of petal_width in iris dataset,"summation ( data = iris , var1 = petal_width )"
correlation of the petal_width in iris dataset,"corr ( data = iris , var1 = petal_width )"
cor of petal_width in iris,"corr ( data = iris , var1 = petal_width )"
minimum of the petal_width in iris df,"minimum ( data = iris , var1 = petal_width )"
min of petal_width in iris,"minimum ( data = iris , var1 = petal_width )"
standard deviation of petal_width in iris dataset,"std ( data = iris , var1 = petal_width )"
smallest of petal_width in iris,"minimum ( data = iris , var1 = petal_width )"
range of the petal_width in iris,"ranges ( data = iris , var1 = petal_width )"
average of petal_width in iris,"mean ( data = iris , var1 = petal_width )"
quantity of the petal_width in iris dataset,"summation ( data = iris , var1 = petal_width )"
ranges of petal_width in iris,"ranges ( data = iris , var1 = petal_width )"
mean of petal_width in iris dataset,"mean ( data = iris , var1 = petal_width )"
max of the petal_width in iris df,"maximum ( data = iris , var1 = petal_width )"
max of petal_width in iris data,"maximum ( data = iris , var1 = petal_width )"
correlation of petal_width in iris df,"corr ( data = iris , var1 = petal_width )"
quantile of iris,quantile ( data = iris )
How many entries with petal_width lower than 64.36463548651054 ,"less ( data = iris , var1 = petal_width , val = 64.36463548651054 )"
Number of rows  petal_width  ==  -19.902854758522153 ,"equal ( data = iris , var1 = petal_width , val = -19.902854758522153 )"
How many data  petal_width bigger than 80.50248410906406 dataset,"greater ( data = iris , var1 = petal_width , val = 80.50248410906406 )"
How many entries where petal_width greater than or same as -66.1370684421423 ,"greater_eq ( data = iris , var1 = petal_width , val = -66.1370684421423 )"
How many entries  petal_width == 37.00566799230003 ,"equal ( data = iris , var1 = petal_width , val = 37.00566799230003 )"
How many rows with petal_width greater than or same as 58.42369300572605 df,"greater_eq ( data = iris , var1 = petal_width , val = 58.42369300572605 )"
How many data with petal_width >= 72.76700716836581 data,"greater_eq ( data = iris , var1 = petal_width , val = 72.76700716836581 )"
How many rows  petal_width  ==  -90.0696188733711 dataset,"equal ( data = iris , var1 = petal_width , val = -90.0696188733711 )"
Number of data with petal_width greater than or equal to 69.84702901047845 df,"greater_eq ( data = iris , var1 = petal_width , val = 69.84702901047845 )"
Number of rows with petal_width bigger than or equal to -76.70653431176046 data,"greater_eq ( data = iris , var1 = petal_width , val = -76.70653431176046 )"
How many data with petal_width bigger than or equal to 28.417856506110496 df,"greater_eq ( data = iris , var1 = petal_width , val = 28.417856506110496 )"
Number of rows  petal_width smaller than or same as 70.9865381476987 df,"less_eq ( data = iris , var1 = petal_width , val = 70.9865381476987 )"
How many data with petal_width larger than or same as 21.966986105761308 dataset,"greater_eq ( data = iris , var1 = petal_width , val = 21.966986105761308 )"
How many info  petal_width  ==  79.39918979133222 data,"equal ( data = iris , var1 = petal_width , val = 79.39918979133222 )"
Number of data with petal_width smaller than -37.72639197681356 df,"less ( data = iris , var1 = petal_width , val = -37.72639197681356 )"
How many info where petal_width bigger than or equal to -86.08966027390863 dataset,"greater_eq ( data = iris , var1 = petal_width , val = -86.08966027390863 )"
corr of petal_width with sepal_length in iris dataset,"corr ( data = iris, var1 = petal_width , var2 = sepal_length )"
cor between petal_width and sepal_width in iris dataset,"corr ( data = iris, var1 = petal_width , var2 = sepal_width )"
cor of petal_width with sepal_length in iris data,"corr ( data = iris, var1 = petal_width , var2 = sepal_length )"
corr between petal_width and sepal_length in iris data,"corr ( data = iris, var1 = petal_width , var2 = sepal_length )"
corr between petal_width and petal_length in iris data,"corr ( data = iris, var1 = petal_width , var2 = petal_length )"
correlation of petal_width and petal_length in iris dataset,"corr ( data = iris, var1 = petal_width , var2 = petal_length )"
correlation between petal_width with sepal_length in iris dataset,"corr ( data = iris, var1 = petal_width , var2 = sepal_length )"
correlation of petal_width and petal_length in iris data,"corr ( data = iris, var1 = petal_width , var2 = petal_length )"
load iris dataset  and store in variable d,load ( data = iris )
load iris dataset  and store in d,load ( data = iris )
store iris   and store in variable df,load ( data = iris )
store iris   in {data}_data,load ( data = iris )
sparsity of the age in adult df,"variance ( data = adult , var1 = age )"
average of the age in adult data,"mean ( data = adult , var1 = age )"
distribution of the age in adult dataset,"histogram ( data = adult , var1 = age )"
boxplot of the age in adult dataset,"boxplot ( data = adult , var1 = age )"
standard deviation of age in adult,"std ( data = adult , var1 = age )"
deviation of age in adult df,"std ( data = adult , var1 = age )"
hist of the age in adult dataset,"histogram ( data = adult , var1 = age )"
minimum of age in adult,"minimum ( data = adult , var1 = age )"
minimum of age in adult df,"minimum ( data = adult , var1 = age )"
ranges of age in adult dataset,"ranges ( data = adult , var1 = age )"
average of the age in adult,"mean ( data = adult , var1 = age )"
sd of age in adult,"std ( data = adult , var1 = age )"
maximum of the age in adult dataset,"maximum ( data = adult , var1 = age )"
variance of the age in adult dataset,"variance ( data = adult , var1 = age )"
boxplot of age in adult df,"boxplot ( data = adult , var1 = age )"
distribution of the age in adult dataset,"histogram ( data = adult , var1 = age )"
ranges of the age in adult df,"ranges ( data = adult , var1 = age )"
highest of the age in adult,"maximum ( data = adult , var1 = age )"
largest of age in adult df,"maximum ( data = adult , var1 = age )"
mean of age in adult dataset,"mean ( data = adult , var1 = age )"
sparsity of adult,variance ( data = adult )
Number of entries with age less than or equal to -55.11105586288443 data,"less_eq ( data = adult , var1 = age , val = -55.11105586288443 )"
How many data where age larger than or equal to -47.24944308220302 df,"greater_eq ( data = adult , var1 = age , val = -47.24944308220302 )"
