"Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"I",275,200,65,92,38.5,23.5,27,5
"I",235,170,65,62.5,23,14,22,6
"I",250,180,60,73,28,17,22.5,5
"I",250,185,65,71,27,18.5,22.5,5
"I",200,145,50,36,12.5,8,11,4
"F",585,470,170,1099,397.5,232.5,358,20
"M",445,350,140,590.5,202.5,158,190,14
"F",500,385,130,768,262.5,95,270,13
"M",440,325,80,413,144,101.5,130,8
"M",515,405,140,850.5,312,146,315,17
"F",520,405,140,691.5,276,137,215,11
"M",500,390,130,709,275,168,180,11
"M",425,325,120,375.5,142,106.5,105,9
"M",510,415,140,818.5,302.5,215.5,235,16
"F",370,275,80,227,93,62.5,70,8
"M",540,415,130,824.5,272,226,240,13
"M",615,475,170,1182.5,474,289.5,240,11
"M",565,440,175,1122,393,200,375,20
"M",645,515,175,1611.5,674.5,384,385,14
"F",615,470,175,1298.5,513.5,343,320,14
"M",605,490,145,1300,517,328.5,310,14
"F",590,455,165,1161,380,245.5,280,12
"M",645,485,155,1489,591.5,312,380,18
"M",570,420,155,1008,377,193,340,13
"F",470,355,180,441,152.5,116.5,135,8
"F",500,440,155,742,202.5,200.5,211.5,14
"F",520,425,145,700,207,190.5,240,13
"M",390,285,95,271,110,60,80,8
"M",520,400,165,856.5,274.5,201,210,12
"F",540,415,175,897.5,275,241,275,14
"M",460,360,135,610.5,195.5,107,235,14
"I",355,260,90,192.5,77,38,65,8
"F",490,400,145,663.5,210,129.5,251.5,13
"F",630,510,185,1235,511.5,349,306.5,11
"M",500,385,145,761.5,246,195,204,14
"M",490,390,135,592,242,96,183.5,15
"M",440,325,115,390,163,87,113,7
"F",515,395,165,756.5,190.5,170,320.5,10
"F",475,380,145,570,167,118,187,11
"I",420,310,100,286.5,115,73.5,85,8
"M",400,305,130,293.5,96,67.5,105,9
"M",450,360,160,567,174,124.5,225,12
"F",520,400,130,624.5,215,206.5,170,15
"M",505,400,155,841.5,271.5,177.5,285,12
"M",495,400,140,777.5,201.5,180,250,15
"M",540,410,145,989,281.5,213,355,19
"F",480,390,125,690.5,219,155,200,12
"F",330,260,80,200,62.5,50,70,9
"I",285,210,70,109,44,26.5,33,5
"I",300,230,75,127,52,30,34.5,6
"I",310,240,105,288.5,118,65,83,6
"I",340,255,75,180,74.5,40,52.5,6
"I",375,300,75,144,59,30,44,7
"I",415,325,100,466.5,228.5,106.5,114,7
"I",415,315,105,330,140.5,70.5,95,6
"I",415,315,90,362.5,175,83.5,93,6
"I",420,320,100,340,174.5,50,94.5,8
"I",425,310,105,365,159,82.5,105,6
"M",465,375,110,500,210,113,150.5,8
"F",465,350,135,626.5,259,144.5,175,8
"I",470,370,110,555.5,250,115,163,8
"F",470,375,120,601.5,276.5,145.5,135,8
"I",475,365,120,530,250.5,97.5,162.5,10
"M",480,370,135,631.5,344.5,101.5,161,7
"M",500,400,130,771.5,370,160,211,8
"I",505,390,185,612.5,267,142,172,7
"M",525,425,190,872,462.5,172.5,199,9
"M",540,420,120,811.5,392,145.5,223.5,9
"M",545,450,150,879.5,387,150,262.5,11
"F",565,440,150,983,447.5,235.5,248.5,9
"M",580,460,180,1145,480,277,325,11
"M",590,455,160,1090,500,221.5,292,9
"M",590,480,160,1262,568.5,272.5,335,9
"M",595,490,185,1185,482,201.5,361,10
"F",600,475,135,1440.5,588.5,191,317.5,9
"F",600,500,155,1332,623.5,283.5,350,8
"F",600,485,165,1140.5,587,217.5,288,9
"M",605,475,175,1201,539.5,275,309,10
"F",625,490,155,1330,667.5,259,330,10
"M",630,500,185,1362,578.5,312.5,384,10
"M",640,585,195,1647,722.5,331,471,12
"F",640,500,180,1499.5,593,314,431,11
"F",655,545,165,1622.5,655.5,299,513,12
"I",660,525,215,1786,672.5,361.5,406.5,11
"M",660,535,200,1791,733,318,540,15
"F",675,555,205,1925,713,358,453.5,13
"F",675,550,175,1689,694,371,474,13
"F",690,550,180,1659,871.5,265.5,439.5,9
"F",695,530,200,2047.5,750,419.5,609.5,14
"F",700,525,190,1601.5,707,365,430,10
"F",730,570,165,2016.5,1068.5,418,435,10
"I",205,150,65,40,20,11,13,4
"I",225,170,70,56.5,24,13,16,4
"I",230,180,50,64,21.5,13.5,20,5
"I",275,195,70,87.5,34.5,22,25.5,4
"I",280,210,55,106,41.5,26.5,31,5
"I",280,220,80,131.5,66,24,30,5
"I",295,220,70,126,51.5,27.5,35,6
"I",310,225,75,155,65,37,36.5,6
"I",315,235,70,149,58,32.5,47,7
"I",340,265,70,185,62.5,39.5,70,7
"I",370,290,80,254.5,108,56.5,70,6
"I",380,285,85,237,115,40.5,70,6
"I",390,295,100,279,115.5,59,80,7
"I",405,310,65,320.5,157.5,66,88,6
"I",415,325,100,333.5,144.5,71.5,95,7
"I",440,335,110,388.5,175,83.5,111,7
"I",440,345,115,545,269,111,130.5,6
"I",440,325,100,416.5,185,86.5,110,6
"I",440,355,120,495,231,110,125,7
"I",450,350,125,477.5,223.5,89,118,6
"I",450,350,120,468,200.5,106.5,132.5,8
"F",455,350,120,455.5,194.5,104.5,137.5,7
"F",460,350,115,460,202.5,111.5,116.5,6
"I",460,345,120,415.5,198,88.5,107,7
"I",460,345,115,421.5,189.5,102,111,6
"I",465,355,110,474,230,100.5,120,7
"M",465,340,105,486,231,103.5,122.5,9
"I",475,385,110,573.5,311,102.5,136,7
"I",475,355,105,468,201,111.5,120,8
"M",480,370,100,513.5,243,101.5,135,8
"M",500,375,145,621.5,274,166,148.5,7
"I",500,380,110,494,218,90,132.5,7
"I",505,385,120,600.5,239,142,185,7
"M",515,395,120,646,285,136.5,172,9
"M",525,415,135,794.5,394,189,202,7
"M",525,425,125,812,403.5,170.5,195,8
"F",530,420,170,828,410,208,150.5,6
"M",530,410,140,681,309.5,141.5,183.5,6
"F",530,405,150,889,405.5,227.5,215,8
"M",540,435,140,734.5,330,159.5,213,9
"F",550,425,125,964,547.5,159,215,8
"F",555,425,140,963,440,224,240,7
"F",570,445,150,995,504,185,250.5,9
"F",570,435,140,858.5,390.5,196,229.5,8
"M",575,450,155,948,429,206,259,7
"F",580,445,145,888,410,181.5,242.5,8
"F",585,450,160,904.5,405,221.5,233.5,8
"M",590,465,140,1046,469.5,263,263,7
"F",595,470,155,1177.5,542,269,310,9
"F",595,465,150,1076.5,491,220,287,9
"F",595,465,150,1025.5,412,274.5,289,11
"F",600,460,145,932.5,398.5,224.5,248,8
"F",600,460,150,1235,602.5,274,290,8
"M",600,460,150,1247,533.5,273.5,290,9
"M",610,480,150,1149.5,564,274,264,8
"F",615,485,160,1157.5,500.5,249.5,315,10
"F",615,500,165,1327,600,301.5,355,10
"M",615,470,155,1200,508.5,320,292,8
"F",620,510,175,1270.5,541.5,323,322.5,9
"F",620,485,175,1215.5,545,253,345,10
"F",620,475,160,1324.5,686.5,233,327.5,9
"M",625,480,170,1355.5,671,268,338.5,10
"F",625,490,165,1127,477,236.5,318.5,9
"F",625,490,175,1107.5,448.5,216.5,359.5,8
"F",630,495,200,1425.5,659,336,380,11
"F",630,495,145,1147,545.5,266,288.5,9
"M",630,480,165,1286,604,271,350,8
"F",635,495,180,1596,617,317,370,11
"F",635,495,195,1297,556,298.5,370,11
"M",645,490,160,1251,535.5,334.5,316.5,9
"M",645,500,175,1510.5,673.5,375.5,377.5,12
"F",650,500,185,1441.5,741,295.5,341,9
"M",670,520,190,1638.5,811.5,369,391,9
"F",690,545,205,1933,785.5,429,498,13
"M",690,540,185,1710,772.5,385.5,432.5,8
"F",695,550,155,1849.5,767,442,417.5,10
"M",695,525,175,1742,696,389,505,12
"F",700,575,205,1797.5,729.5,393.5,516.5,13
"F",705,560,205,2381,991.5,500.5,624,10
"M",765,585,180,2398,1128,512,533.5,12
"M",770,600,215,2194.5,1051.5,482,584,10
"I",220,160,50,49,21.5,10,15,4
"I",275,205,70,105.5,495,19,31.5,5
"I",290,210,60,104.5,41.5,22,35,5
"I",330,240,75,163,74.5,33,48,6
"I",355,285,95,227.5,95.5,47.5,71.5,6
"I",375,290,100,219,92.5,38,75,6
"I",415,315,100,364.5,176.5,79.5,95,8
"I",425,330,115,326.5,131.5,77,103,6
"I",425,340,100,351.5,162.5,82,94,7
"I",430,320,100,346.5,163.5,80,90,7
"I",440,340,100,407,209,73.5,103,7
"I",440,335,115,421.5,173,76.5,113,7
"I",460,345,110,375.5,152.5,58,125,7
"I",460,370,120,533.5,264.5,108,134.5,6
"I",465,355,105,442,208.5,97.5,118.5,7
"I",475,365,100,131.5,202.5,87.5,123,7
"I",475,375,115,520.5,233,119,145.5,7
"I",485,375,130,553.5,266,112,157,8
"I",490,375,125,544.5,279,115,130,8
"M",490,380,110,554,293.5,100.5,150,8
"I",495,380,120,512,233,120.5,136,7
"I",500,390,125,583,294,132,160.5,8
"M",500,380,120,576.5,273,135,145,9
"M",505,400,135,723,377,149,178,7
"I",510,395,155,539.5,246.5,108.5,167,8
"I",510,385,150,625,309.5,119,172.5,8
"I",515,400,125,592.5,265,117.5,168,9
"I",520,395,135,633,298.5,129.5,175,9
"F",545,430,140,832,435.5,170,201,9
"M",545,420,145,778,374.5,154.5,205,7
"M",545,420,120,786.5,403,185,170,7
"F",545,400,140,778,368,215,180,9
"I",550,420,130,636,294,144,175.5,8
"F",550,440,135,843.5,434,199.5,185,8
"I",555,425,130,648,283.5,133,210.5,8
"M",565,430,130,784,349.5,188.5,213,9
"F",570,450,180,908,401.5,217,255,9
"M",570,450,135,1020,546,204,250,9
"F",570,430,160,811,387.5,159,228.5,9
"F",575,480,150,897,423.5,190.5,248,8
"M",580,455,130,852,410,172.5,225,8
"F",585,450,150,938,467,203,225,7
"F",585,435,140,695.5,308.5,129,224.5,8
"M",590,470,150,861,413,164,249,8
"M",590,460,140,1004,496,216.5,260,9
"F",590,460,160,1011.5,445,261.5,256.5,8
"F",595,465,150,1100.5,541.5,166,265,8
"M",595,470,165,1108,491.5,232.5,334.5,9
"M",595,460,140,852,421.5,225.5,227,9
"M",600,490,210,1987.5,1005,419,491,10
"F",605,480,150,1079,450.5,283.5,293,10
"F",615,475,170,1055,543,246,234.5,9
"M",615,450,150,1198,707,209.5,250.5,7
"F",615,470,155,1084,588.5,209,246,9
"M",615,475,175,1103,463.5,309.5,272.5,10
"M",620,490,155,1100,505,247.5,310,9
"M",620,480,150,1101.5,496.5,243,305,10
"M",625,495,185,1383.5,710.5,300.5,345,11
"F",625,490,155,1115,484,277,309.5,9
"M",625,480,145,1085,464.5,244.5,327,10
"M",630,505,150,1316.5,632.5,246.5,370,11
"M",630,510,175,1341.5,657.5,262,375,10
"M",630,465,150,1027,537,188,176,8
"M",645,515,160,1184.5,506,311,335,9
"M",645,480,150,1192,605.5,259.5,285,9
"F",645,520,180,1285,577.5,352,317,9
"M",650,515,125,1180.5,523.5,283,327.5,9
"M",650,520,175,1265.5,615,277.5,336,9
"F",650,535,175,1289.5,609.5,276.5,344,10
"M",650,510,155,1407,721.5,298,335,9
"F",650,490,155,1122,545,228,305.5,9
"M",660,515,165,1446.5,694,298,375.5,10
"F",665,505,165,1349,598.5,317.5,360,9
"M",670,500,200,1269,576,298.5,351,11
"M",670,510,180,1680,926,297.5,393.5,13
"F",675,550,190,1551,710.5,368.5,412,13
"M",680,520,165,1477.5,724,279,406,11
"M",680,530,180,1529,763.5,311.5,402.5,11
"M",700,525,175,1758.5,874.5,361.5,470,10
"M",700,550,200,1523,693,306,440.5,13
"F",725,530,190,1731.5,830,398,405,11
"M",725,550,200,1510,873.5,426.5,508.5,9
"M",735,570,175,1880,909.5,387,488,11
"F",740,575,220,2012,891.5,526.5,471,12
"M",750,555,215,2201,1061.5,523.5,528.5,11
"I",190,140,30,31.5,12.5,5,10.5,3
"I",210,150,45,40,13.5,8,10.5,4
"I",250,175,60,63.5,27.5,8,20,4
"I",290,215,65,98.5,42.5,21,31,5
"I",335,250,80,167,67.5,32.5,57.5,6
"I",340,245,85,201.5,100.5,38,53,6
"I",345,255,95,183,75,38.5,60,6
"I",355,255,80,187,78,50.5,58,7
"I",360,260,80,179.5,74,31.5,60,5
"I",370,275,90,206.5,96,39.5,58,7
"I",375,290,140,300,140,62.5,82.5,8
"I",375,275,95,229.5,95,54.5,66,7
"I",385,300,125,343,170.5,73.5,81,7
"I",385,285,85,244,121.5,44.5,68,8
"I",395,320,100,307.5,149,53.5,90,8
"I",400,305,100,341.5,176,62.5,86.5,7
"I",405,305,100,271,96.5,61,91,7
"I",405,310,110,910,416,207.5,99.5,8
"I",405,305,100,268,114.5,53,85,7
"I",405,300,90,288.5,138,63.5,76.5,6
"I",410,315,100,300,124,57.5,100,8
"I",410,325,110,326,132.5,75,101,8
"I",415,335,100,358,169,67,105,7
"I",420,325,115,314,129.5,63.5,100,8
"I",420,315,110,402.5,185.5,83,101.5,8
"I",430,340,110,364.5,159,85.5,105,7
"I",445,360,110,423.5,182,76.5,140,9
"M",450,325,115,430.5,223.5,78.5,115.5,8
"I",450,335,95,350.5,161.5,62.5,118.5,7
"I",455,340,115,486,261,65.5,131.5,8
"I",460,350,100,471,252,77,123,8
"I",460,345,105,415,187,87,110,8
"I",475,355,115,519.5,279,88,132.5,7
"M",480,375,120,589.5,253.5,128,172,11
"I",485,380,125,521.5,221.5,118,160,8
"I",485,365,140,447.5,189.5,92.5,230.5,8
"I",490,365,125,558.5,252,126,161.5,10
"I",505,385,125,596,245,97,210,9
"I",505,380,135,538.5,264.5,95,165,9
"I",510,385,145,766.5,398.5,140,180.5,8
"F",515,395,135,516,201.5,132,162,9
"M",515,410,140,735.5,306.5,137,200,7
"I",515,390,110,531,241.5,98,161.5,8
"I",525,385,130,607,235.5,125,195,8
"F",525,415,150,705.5,329,147,199,10
"I",525,400,130,644.5,345,128.5,200,8
"I",525,375,120,631.5,304.5,114,190,9
"M",535,430,155,784.5,328.5,169,245,10
"F",545,440,150,947.5,366,239,275,8
"I",550,430,145,712,302.5,152,225,10
"I",550,425,145,890,432.5,171,236,10
"I",550,420,155,912,495,180.5,205,9
"I",550,425,135,656,257,170,203,10
"I",550,465,150,936,481,174,243.5,9
"I",555,435,145,697.5,262,157.5,240,11
"F",555,445,175,1146.5,551,244,278.5,8
"I",560,440,140,825,402,139,245,10
"I",560,435,135,720,329,103,251,11
"I",565,430,150,821.5,332,168.5,290,11
"F",570,445,155,1017,526.5,202.5,265,10
"F",575,435,155,897.5,411.5,232.5,230,9
"M",580,440,175,1225.5,540.5,270.5,326.5,10
"F",580,465,145,986.5,470,215.5,250,11
"F",580,425,150,844,364.5,185,270.5,9
"I",585,460,145,846.5,339,167,295,10
"M",585,465,165,885,402.5,162.5,274,10
"I",585,420,145,673.5,289.5,134.5,220,9
"F",585,455,130,875.5,411,206.5,225,8
"M",590,470,145,923.5,454.5,173,254,9
"M",590,475,140,977,462.5,202.5,275,10
"M",595,475,140,1030.5,492.5,217,278,10
"M",600,480,90,1050,457,268.5,280,8
"M",600,495,185,1114.5,505.5,263.5,367,11
"M",600,450,145,877,432.5,155,240,9
"M",600,510,185,1285,609.5,274.5,315,9
"M",610,480,185,1306.5,689.5,291.5,290,10
"F",610,450,130,872.5,389,171.5,272,11
"F",615,460,150,1026.5,493.5,201,274.5,10
"F",620,465,140,1160.5,600.5,219.5,307,9
"F",620,480,165,1012.5,532.5,436.5,324,10
"M",625,500,140,1096,544.5,216.5,295,10
"M",625,490,165,1205,517.5,310.5,346.5,10
"M",630,505,175,1221,555,252,340,12
"F",630,475,155,1000.5,452,252,265,10
"M",630,470,150,1135.5,539,232.5,311.5,12
"M",630,525,195,1313.5,493.5,256.5,465,10
"M",640,505,155,1195.5,556.5,211,346,11
"M",640,485,150,1098,519.5,222,317.5,10
"M",640,495,170,1139,539.5,282,285,10
"F",640,495,170,1226.5,490,377,287.5,11
"M",640,515,80,1042,515,175.5,175,10
"M",650,520,155,1368,618.5,288,365,9
"M",650,510,175,1446,648.5,270.5,450,12
"F",660,505,190,1404.5,625.5,337.5,374.5,9
"F",660,525,200,1463,652.5,299.5,422,11
"F",675,525,170,1711,836.5,352,475,9
"M",700,540,205,1740,788.5,373,486.5,13
"F",705,540,205,1757,826.5,417,461,9
"M",710,565,200,1601,706,321,450,11
"M",720,550,205,2165,1105.5,525,404,10
"M",725,570,190,2330.5,1253,541,520,9
"I",240,170,50,54.5,20.5,16,15.5,5
"I",255,195,55,72.5,28.5,17,21,4
"I",275,200,55,92.5,38,21,26,4
"I",320,235,90,183,98,33.5,42,7
"I",325,240,75,152.5,72,64.5,43,6
"I",330,225,75,187,94.5,39.5,42.5,7
"I",360,270,90,232,120,43.5,56,8
"I",375,265,95,196,85,42,58.5,5
"I",375,285,90,254.5,119,59.5,67.5,6
"I",390,290,90,262.5,117,54,77,7
"I",450,335,105,362,157.5,79.5,109.5,7
"I",455,350,105,444.5,213,107,111.5,7
"I",460,365,115,511,236.5,118,123,7
"I",495,375,120,589,307.5,121.5,140.5,8
"M",500,365,130,594.5,309,108.5,153.5,9
"I",500,375,120,529,223.5,123,160,8
"M",520,400,105,872,451.5,161.5,198.5,9
"I",520,395,145,770,424,142,189.5,7
"F",525,430,135,843.5,432.5,180,181.5,9
"M",535,405,140,818,402,171.5,189,7
"F",540,420,140,803.5,380,180.5,210,9
"F",540,415,150,811.5,387.5,187.5,203.5,9
"F",570,425,130,782,369.5,174.5,196.5,8
"M",570,420,140,874.5,416,165,250,8
"M",580,445,160,984,490,201,270,9
"F",580,445,135,950,484,182,232.5,8
"M",590,470,155,1173.5,624.5,233,259.5,9
"F",590,455,150,976,465,205.5,276.5,10
"M",590,485,155,1078.5,453.5,243.5,310,9
"M",595,435,160,1057,425.5,224,310,9
"M",600,475,175,1110,510.5,256,285,9
"M",600,450,160,1142,539,225,307,10
"M",605,475,190,1125.5,590,247,260,10
"F",620,480,170,1104.5,535,250,287,10
"M",625,475,175,1340.5,656,283,337,10
"M",625,500,130,1082,578.5,204.5,250,8
"F",625,485,160,1254,591,259,348.5,9
"M",630,490,165,1200.5,575,273,294,10
"M",630,485,160,1243,623,275,300,10
"F",635,510,185,1286,526,295,410.5,12
"F",645,490,160,1166.5,493.5,315.5,299,9
"F",645,490,160,1144,501.5,289,319,8
"F",650,525,190,1385,887.5,309.5,405,11
"F",655,515,155,1309,524,346,385,11
"F",655,515,170,1527,848.5,263.5,331,11
"M",665,515,190,1638.5,831,357.5,371,11
"M",695,540,195,1691,768,363,475.5,11
"F",720,565,180,1719,846.5,407,387.5,11
"F",720,550,180,1520,637,325,435,10
"F",720,565,170,1613,723,325.5,494.5,12
"M",735,570,210,2235.5,1170.5,463,531.5,10
"M",740,595,190,2323.5,1149.5,511.5,505,11
"I",310,230,70,124.5,50.5,26.5,38,6
"I",315,235,75,128.5,51,28,40.5,4
"I",320,205,80,181,88,34,49.5,5
"I",325,250,75,158.5,75,30.5,45.5,6
"I",335,260,90,196.5,87.5,41,56,7
"I",370,280,85,198,80.5,45.5,58,5
"I",370,270,90,185.5,70,42.5,65,7
"I",375,280,85,214.5,85.5,48.5,72,7
"I",400,315,90,324.5,151,73,88,8
"I",410,305,95,262.5,100,51.5,90,6
"I",425,340,100,371,150,86.5,115,8
"I",435,335,95,298,109,58,115,7
"I",445,310,90,336,155.5,90,85.5,7
"I",460,360,140,447,161,87,160,9
"F",465,350,110,408.5,165,102,131,8
"I",470,385,130,587,264,117,174,8
"I",475,375,110,494,211,109,154.5,8
"I",495,375,120,614,285.5,136.5,161,8
"I",500,390,130,507.5,211.5,104,175.5,9
"I",500,370,120,544.5,249,106.5,152,8
"I",505,425,125,611.5,245,137.5,200,9
"I",505,400,125,560.5,225.5,143.5,170,8
"M",505,365,115,521,250,96,150,8
"I",510,400,145,577.5,231,143,177,9
"I",510,400,125,593.5,239,130,204,8
"I",520,400,110,597,293.5,115.5,160,8
"M",520,465,150,950.5,456,199,255,8
"I",530,380,125,616,292,113,185,8
"M",530,405,150,831.5,352,187,252.5,10
"F",535,445,125,872.5,417,199,240,8
"I",540,425,130,815.5,367.5,136.5,246,11
"I",540,415,110,619,275.5,150,176.5,10
"I",545,430,130,759.5,358,153,205.5,8
"I",545,430,150,742,352.5,158,208,10
"I",550,435,165,804,340,194,244,8
"I",550,425,130,664,269.5,163,210,8
"F",550,435,140,745,347,174,226.5,9
"I",560,430,130,728,335.5,143.5,217.5,8
"I",560,435,130,777,354,173,222,9
"F",575,425,150,876.5,455,180,228,8
"I",575,455,160,989.5,495,195,246,9
"M",575,450,165,965.5,498,190,230,8
"M",580,465,150,906.5,371,196.5,290,8
"M",580,460,150,1049,520.5,193.5,305,10
"F",580,450,170,970.5,461.5,232,248,9
"F",580,450,150,920,393,212,289.5,9
"M",580,445,150,952.5,431.5,194.5,287,11
"F",580,440,125,785.5,363,195.5,195,11
"I",585,450,135,855,379.5,187,260,9
"M",590,500,150,1142,485,265,345,9
"I",590,460,125,755,334,150,238,9
"I",590,475,145,974.5,467.5,207,259,10
"M",595,470,155,1201.5,492,386.5,265,10
"M",595,460,170,1129.5,570,255.5,265,10
"I",600,445,135,920.5,445,203.5,253,9
"F",600,480,170,1056,457.5,243.5,313.5,10
"M",600,450,195,1340,617,325.5,360.5,10
"F",600,450,150,962.5,437.5,222.5,277.5,9
"M",600,465,165,1047.5,465,234.5,315,11
"F",605,495,170,1091.5,436.5,271.5,335,13
"M",605,490,180,1167,457,290,374.5,9
"I",605,480,155,999.5,425,198.5,300,10
"I",610,425,155,1048.5,507,195.5,274,11
"F",610,470,195,1273.5,469,331.5,398,12
"M",610,480,140,1062.5,516,225,291.5,11
"I",610,490,160,1154.5,586.5,238.5,291.5,11
"F",615,475,175,1194,559,259,316.5,11
"F",615,515,135,1121.5,545,230.5,290,9
"M",615,455,150,933.5,382,247,261.5,10
"F",615,495,165,1198,541.5,286.5,318.5,10
"F",620,475,150,954.5,455,186.5,277,9
"M",620,475,195,1358.5,593.5,336.5,374.5,10
"M",625,495,175,1207.5,531,281,352.5,11
"M",625,515,165,1217,667,206.5,311.5,10
"F",625,500,160,1217,572.5,207,355,11
"F",625,490,145,920,437,173.5,280,10
"M",625,490,120,876.5,456,180,233,10
"F",630,480,165,1261.5,550.5,277,388.5,10
"M",630,530,180,1279.5,618,256,315,9
"F",630,485,185,1167,548,248.5,340,10
"M",630,510,170,1188.5,491.5,306.5,348,7
"F",635,485,190,1376.5,634,288.5,406,11
"M",635,520,175,1292,600,269,367,11
"M",635,485,180,1179.5,478.5,277.5,355,10
"F",635,500,190,1290,593,304.5,352,8
"M",635,515,160,1207.5,538.5,282,345,11
"M",640,505,180,1297,590,312.5,363,11
"M",640,575,175,1458.5,625,266,439.5,11
"F",645,485,150,1151,593.5,231.5,293,12
"F",645,520,170,1197,526,292.5,317,11
"M",645,495,190,1539,611.5,408,445,12
"M",650,520,195,1676,693,440,470,15
"F",650,565,200,1664.5,753,367,430,12
"F",655,500,205,1528,621.5,372.5,453.5,11
"F",655,515,200,1494,725.5,309,405,12
"F",660,525,160,1277,497.5,319,394,13
"F",660,525,180,1596.5,776.5,397,360.5,10
"F",665,510,175,1380.5,675,298.5,325,10
"I",670,485,175,1256.5,535.5,322,386,9
"F",670,525,190,1527,575.5,353,440,12
"M",670,525,170,1400.5,715,302.5,387,9
"M",670,525,195,1440.5,659.5,267.5,425,9
"M",670,540,175,1482,739,292.5,365,10
"M",680,515,160,1234.5,618,262.5,325,11
"F",680,505,170,1343.5,657,297,355,12
"M",685,505,190,1533,667,405.5,410,10
"M",690,515,180,1844.5,981.5,465.5,341,13
"M",715,550,175,1825,938,380.5,440,11
"M",720,580,190,2088.5,995.5,478,530.5,13
"M",735,590,205,2087,909,474,625,12
"M",745,575,200,1884,954,336,495,12
"I",320,215,95,305,140,67,88.5,6
"I",430,345,115,429.5,212,108,109,8
"I",430,330,100,449,254,82.5,97,6
"M",485,365,155,1029,423.5,228.5,313,8
"M",490,355,155,981,465,201.5,250.5,8
"I",500,370,115,574.5,306,112,141,7
"F",505,380,130,693,391,119.5,151.5,8
"F",510,370,210,1183,508,292,343,9
"F",525,410,135,790.5,406.5,198,177,8
"F",535,400,150,1224,618,275,287.5,10
"I",535,400,135,775,368,208,205.5,8
"M",535,405,175,1270.5,548,326.5,337,13
"M",555,405,190,1406,611.5,342,389,10
"M",555,425,150,873,462.5,184.5,196.5,9
"M",560,425,135,941.5,509,201.5,197.5,9
"F",590,440,140,1007,477.5,210.5,292.5,9
"M",595,485,150,1083.5,530.5,231,276,8
"I",595,430,165,984.5,452.5,207,272.5,8
"F",595,430,210,1524.5,653,396,410,11
"M",610,475,175,1024,409,261,322,9
"M",610,485,170,1281,597,303.5,330,9
"F",620,500,170,1148,547.5,220,331.5,10
"F",625,490,110,1136,526.5,191.5,292.5,9
"F",635,510,170,1223.5,532,271,354,9
"F",635,525,180,1369.5,634,318,363,11
"M",640,485,160,1006,456,224.5,283.5,9
"M",640,495,165,1307,678,292,266,11
"M",645,505,185,1463,592,390.5,416,10
"F",655,505,175,1290.5,620.5,296.5,326,10
"F",670,515,170,1426.5,660.5,339.5,370,11
"M",680,540,210,1788.5,834.5,408,437,13
"M",700,545,185,1613.5,750,403.5,368.5,11
"M",730,585,225,2230.5,1239.5,422,563,14
"F",750,615,205,2263.5,821,423,726,12
"I",255,185,65,74,30.5,16.5,20,4
"I",375,260,80,207.5,90,41.5,70,6
"I",375,285,90,237,106,39.5,80,8
"I",390,300,100,266.5,110.5,59,84,7
"I",390,280,90,215,84.5,34,79,8
"I",395,300,90,253,115.5,50,75,6
"I",420,320,110,309,115,64.5,94.5,6
"I",435,335,105,353.5,156,50,113.5,7
"I",435,325,105,335,136,65,115,8
"I",440,320,105,387.5,175.5,74,120,9
"I",450,330,115,365,140,82.5,124.5,8
"I",450,340,125,404.5,171,70,134.5,8
"I",455,355,105,372,138,76.5,135,9
"I",460,370,110,396.5,148.5,85.5,145.5,8
"I",470,375,125,522.5,226.5,104,162,8
"I",475,375,110,456,182,99,160,9
"I",495,330,100,440,177,95,150,7
"I",495,375,115,507,241,103,150,8
"I",500,380,135,528.5,226,123,209,8
"I",515,385,125,572,237,143.5,165,7
"I",520,410,140,662.5,277.5,155.5,196,11
"I",520,395,115,644.5,315.5,124.5,186,11
"I",525,400,110,627.5,301.5,126,180,8
"I",535,420,145,688.5,273,151.5,237,9
"M",535,410,120,683.5,312.5,165.5,159,8
"M",540,420,190,685.5,293,163,380,10
"I",550,405,150,675.5,301.5,146.5,210,10
"I",550,445,145,783,304.5,157,265,11
"M",560,450,145,894,388.5,209.5,264,9
"I",565,440,135,768,330.5,138.5,247.5,9
"M",570,450,145,950,400.5,223.5,284.5,10
"F",570,470,140,871,385,211,231.5,10
"M",575,470,150,978.5,450.5,196,276,9
"I",575,430,130,742.5,289.5,200.5,220,8
"M",575,445,140,737,325,140.5,237,10
"I",575,445,160,917.5,450,193.5,240,9
"F",580,435,155,878.5,425,168.5,242.5,10
"M",585,450,175,1127.5,492.5,262,335,11
"M",590,435,165,976.5,452.5,239.5,235,9
"I",590,470,145,974,453,236,289,8
"M",590,405,150,853,326,261.5,245,9
"M",595,470,175,991,382,239.5,500,12
"M",595,480,140,912.5,409.5,182.5,289,9
"F",595,460,160,921,400.5,202.5,287.5,9
"F",600,450,140,869,342.5,195,291,11
"M",600,450,150,866.5,369.5,195.5,255,12
"F",610,495,160,1089,469,198,384,11
"M",615,485,215,961.5,422,176,290,11
"M",615,490,170,1145,491.5,208,343,13
"I",620,475,160,907,371,167,307.5,11
"F",625,515,155,1163.5,487.5,259,355,11
"M",630,515,175,1195.5,492,247,370,11
"M",630,495,180,1310,495,295,469.5,10
"F",635,505,165,1251,577,227,382.5,11
"F",635,490,155,1145,477.5,303.5,315.5,9
"M",635,500,180,1154,440.5,231.5,387,9
